other_ingredients,count
chất nhũ hoá leothin đậu nành,1
e503a,1
ameni cactonet,1
07,1
chứa chất chống oxi hóa tocopheroli,1
mỗi ngày,1
với khẩu phần không qua,1
thích hợp cho trẻ trên e4 tuổi,1
beta cardien tổng hợp,1
phẩm mẫu tổng hợp,1
phẩm mầu,1
từ đậu nành e322_i,1
bớt whey,1
chất béo thực vật đã hydro hoá hoàn toàn,1
dầu cọ chứa chất chống oxy hóa,1
dầu thực,1
thành phần kem phố mai,1
chất ổn định i,1
acid roll,1
sửa chua,1
chất nhũ hóa lại đầu mạnh,1
chứa chất chống oxy hoa,1
sản phẩm có lexa đậu nành,1
hương cola chanh nhân tạo,1
glucose srup,1
sôcôla nguyên chất,1
sôcôla ít ngọt e30,1
có thể chứa trứng từ sản phẩm khác sản xuất trên cũng dây chuyền,1
hương bánh quy,1
cải bắp khô,1
acetylate phân tán photphat,1
sản phẩm có thể có chứa đậu tương,1
rượu ngủ cốc,1
mononatre l glutamate,1
muối tình,1
tinh bột ngô sáp biển tỉnh,1
bột kho gà,1
bởi lên men,1
rượu nấu,1
23,1
chả cá khô,1
bột màu chiết xuất ớt bột,1
bột hạt ớt đỏ,1
dấu đậu,1
dầu chiết xuất ớt đỏ,1
dầu đậu,1
dầu điều vị,1
myanmar,1
việt nam,1
hạt mè xào,1
natri carboxymetalicellulose,1
axit beo sorbitan,1
polysorbate e65,1
silica resin,1
dầu đâu,1
dầu ớt đỏ,1
nền rau củ,1
hỗn hợp gia vị e1,1
hỗn hợp gia vị e2,1
e325_i,1
fructose sirup,1
số có la trắng,1
sản phẩm không dùng cho người ứng với các tranh phân sau,1
hương la dua,1
hương sửa,1
hòn hợp cốm hỗn hợp cốm kiểu hà nội dạng bột,1
hỗn hợp cốm,1
maltodexten,1
mạch nha somalio cleo,1
dextroza chất điều chỉnh độ acid,1
enzym ins transglutaminase,1
chất chống oxy hóa e300,1
gia vị tổng hợp m m100,1
bột tỏi nướng,1
e10,1
gia vị hỗn hợp m m1ood xylose,1
sụn gà,1
tép muối,1
bột đỉnh hương,1
silic dioxide,1
dinatri e5' ribonucleotide,1
hương liệu tôi nướng,1
dầu hương liệu jalapeno,1
hương vị ớt,1
canxi phosphate dibasic,1
bột hành rang,1
sucraloza,1
hương lemon ice tự nhiên,1
các chất có thể cây dị ứng,1
sản phẩm có các chất gây dị ứng như bột mì,1
hạt cải hydro,1
kem dâu,1
hương sô cô la nhân tạo,1
hương kem sô cô la,1
dinatri orthophosphat e339_iii,1
hương vị mực,1
đường bơ,1
macadamia nhân tạo,1
hương liệu vani,1
hương chanh bạc hà tự nhiên,1
gia vị bò nướng,1
chiết xuất trái cây,1
hương việt quất giống hương tự,1
có thể chứa tôm hầu từ sản phẩm khác sản xuất trên cùng dây chuyên,1
cá từ nước mắm,1
sữa từ chất nhũ hóa,1
đậu nành từ gia vị,1
sản phẩm có chứa thành phần dị ứng,1
nước năm,1
e1010,1
caramen nhóm i không xử lý e1508,1
muối hot,1
e621 e951,1
có chứa chất điều chỉnh độ acid,1
gia vị bỏ sót cam,1
bột hương tomyum,1
chứa hương liệu được cho phép,1
đậu nành e322,1
có thể chứa dấu vết của hạt phỉ,1
cốm gạo,1
đường gồm sao glucoza hương bạc hà,1
hạt phủ,1
xoài tươi tự nhiên,1
brillian blue fcf,1
ng cherry,1
ăn trực tiếp,1
sửa hướng dẫn sử dụng,1
ai rõ đường nghịch chuyển một phần,1
hương dâu kem giống tự nhiên,1
chia bột mì lúa mạch,1
chất phụ gia có nguồn gốc từ thực vật,1
chất xử lý bột mì  i,1
chất xử lý bột mì,1
tinh bột men ins s10,1
dầu hạt cải hydro hoa,1
canxi từ rong biển,1
pho mai,1
chất làm dầy gelatine từ bò,1
chua phenylalanine,1
13 màu tự nhiên,1
chất chống oxi hóa đại,1
sáp carara e1903,1
e322_,1
lectin đậu hành,1
gom arabic e11,1
chất làm dầy datri cacboxymethyl cellulose,1
e1951,1
giống tự nhien,1
hương liệu mà nhân tạo,1
gia vị tomyum,1
màu thực phẩm tông hop,1
hương bạc hà mật ong,1
có thế chửa trứng,1
hương tổng hợp mạch nha glucose,1
tàu biển,1
hương bố giống tự nhiên,1
gôm,1
được sản xuất tại một cơ sở sử dụng lúa mạch đen,1
e447,1
dầu thực phẩm,1
capsicum pleoresin,1
dầu tỏi,1
dầu gừng,1
thio ether,1
axit béo,1
axit thực phẩm,1
cá đối tươi,1
lủa mì,1
hương hạt phí,1
tuối,1
phenylketonurics có chứa phemylalan,1
toluene,1
butyl hydroxy,1
chất gum né,1
sorbitol insiz mannitol e421,1
chiết nấm men,1
tảo biến,1
chất chồng vốn,1
đường gạo,1
hương lục bạc hà tự nhiên,1
bột gia vị bỏ,1
có thế chứa trứng,1
mạch nhà glucose,1
kem hương vị trà xanh,1
sắt ii fumarat,1
kem hương vị dâu,1
sản phẩm có chứa sản phẩm từ cá,1
sap ong,1
kem quả mọng,1
dựa lưới,1
tỉnh bột gạo,1
hương hạt phỉ,1
chất nhũ hoà,1
chứa chất tạo màu tổng hợp,1
hỗn hợp bờ cacao,1
chứa chất nhũ hoá,1
chất điều chỉnh đội acid,1
hương quả lý chua đen giống tự nhiên,1
hương kem lạnh tổng hợp,1
đậu nãnh,1
bột chiết xuất malt,1
este của acid ncioleic với poly,1
e1901,1
dâu phúc bồn tử,1
si rô đường nghịch đảo,1
bo,1
trose,1
dex,1
bột ca cao chất béo thấp,1
bột mì durham semolia,1
gạo lứt st25,1
hương là của giống tự nhiên,1
nước dừa được lên men từ chủng men acetobacter xylinum,1
hương tự nhiên theo vị,1
biên,1
chiết xuất rong,1
nước ép táo tây cô đặc,1
vị vải,1
vị nho,1
muối tre,1
hương vị nori tự nhiên,1
bột hương khói tự nhiên,1
rong biển vảy,1
rau khô,1
protein đậu nành thủy phần,1
bột chiết xuất men,1
bột hương tự nhiên,1
e35,1
gia vị truyền thống,1
bột gia vị thăn bò nướng texas,1
dầu bắp nhập khẩu,1
giảm mạch nha khổ,1
đường hương khoai tây tự nhiên,1
giấm mạch nha khổ,1
giấm táo khô,1
maltodextrin từ khoai tây,1
dầu hướng đương,1
có chứa quan,1
mono and dgycerides of fatty acids,1
chất chống đồng cứng,1
màu thực phẩm tự nhiên tùy theo vị bao gồm,1
mận nguyên quả,1
tinh bởi mỳ gia vị hành tây,1
mận tươi,1
ea1 e2,1
đào xay nhuyễn,1
màu chiết xuất hoa dành dành,1
chiết xuất trái thanh mai,1
ea15,1
ructose,1
thịt bacon,1
nho khô đen ph raisins,1
nhập khẩu từ úc,1
pantothenic acid,1
cám ngô,1
fuctose,1
bột ca cao hương vanillin,1
lửa mì,1
sô cô la khối,1
glucidex 12d,1
glucidex,1
trái xoài,1
trái thơm,1
màu thuc pham tong hop,1
hướng nho tổng hợp,1
trái me,1
chiết xuất vani nguyên chất,1
mơ sấy khô,1
e95t,1
đậu phụng,1
dầu olien tinh luyện,1
acid lactic ms,1
dexirose,1
mực có thể có chứa nguyên liệu từ tôm,1
tinh bột việt quất,1
ng hoa nghệ tây,1
hương kẹo thập cẩm,1
chiết xuất hợp thảo mộc ricola,1
nước ép trải dâu tây pha loãng,1
chất điều độ axit,1
hỗn hợp thảo mộc của ricola,1
hỗn hợp các loại thảo mộc ricola,1
accsulfame k,1
hỗn hợp thảo mộc ricola,1
mentha suaveolens,1
chanh nhân tạo,1
táo xanh,1
màu tự nhiên từ củ cải đỏ,1
các loại hạt cây,1
hương liệu vani nhân tạo sản phẩm có chứa yến mạch,1
bột trứng albumen,1
hương liệu van nhân tạo,1
bơ c cao,1
kẹo nougat,1
sản phẩm chứa socola sữa,1
từ hoa hợp ca cao gavoa có thể chứa hạt dẻ,1
chất ổn định tinh bột biển tính,1
spa,1
chất giữ ẩm siro sorbito chất béo bơ,1
ca cao masg,1
hương liệu được phép,1
chứa chất tạo màu,1
acid tactric,1
màu xanh sơn chi tự nhiên,1
gia vị hành tây,1
tiêu chuẩn sinh học,1
khi đo ng go i e941 sản phẩm có chứa nguyên liệu từ sữa,1
hương sôcô la,1
dùng trong thực phẩm,1
chất ổn định gelatin,1
tarazin e 2,1
phân màu nhân tạo,1
hương liệu giống tự nhiên hương cam,1
hương liệu nhân tạo hương dâu tây,1
pectin chắc,1
tinh bột ngổ biến đổi,1
ethyl vanilin,1
lụa mì,1
tinh bột ngô biến đổi,1
saccarose,1
bột vitamin d3,1
bột hỗn hợp vitamin d3,1
enzyme xử lý stevia,1
bột vị đào,1
bột hương đào,1
chất hỗn hợp,1
d glucose khan,1
chất làm bóng từ,1
màu thực phẩm nhận tạo,1
tinh bột oxy hóa,1
hỗn hợp chất làm dày,1
màu beta,1
mẫu  tự nhiên,1
vitarnin c,1
chất làm dày carrageenan,1
kali clorid,1
chất ổn định ms,1
có thể có chứa lúa mì,1
bội sữa whey,1
bộ hành,1
bột gia vị kem chua hành,1
hương tỏi giống tự nhiên,1
bột hương hành tự nhiên,1
bột gia vị rong biển cay,1
sản phẩm không phù hợp cho người đi ứng với đậu nành,1
nguyên liệu có chứa đầu nành,1
chất điều được sản xuất trên dây chuyền sản xuất các loại bánh,1
chất nhũ hóa vị,1
chất điều chỉnh độ chua e330_i,1
bộ gia vị phô mai,1
gia vị hành,1
phenylalanine sản phẩm có chứa cá,1
tình bột sắn,1
động vật tôm cua,1
gia vị rong biển nori,1
bột chiế xuất mạch nha,1
màu tự nhiên từ chiết xuất dành dành,1
hương buffalo tổng hợp,1
hương thịt chay giống tự nhiên,1
hỗn hợp gia vị dạng siro caramen,1
gia vị cà chua,1
hương phô mai bơ tổng hợp,1
bột gia vị bơ mật ong,1
sản phẩm có thể chứa nguyên liệu từ lúa mì,1
bột gia vị kem chua,1
màu tự nhiên e160_i,1
calci lactat,1
bột gia vị tự nhiên,1
bột gia vị mực cay đặc biệt,1
e1600_ii,1
gia vị dấm,1
đường muối iốt,1
hỗn hợp phô mai,1
hương phố mai nhân tạo,1
sữa được sản xuất trên cùng thiết bị,1
hương sữa giống tự nhiên,1
gia vị bắp,1
gia vị giám,1
chất tạo màu tự nhiên chiết xuất từ annatto,1
bột gia vị phô mai trứng muối,1
hương mực tự nhiên,1
dinatri e5 ibonucleotid,1
bột vị mực,1
bột gia vị mực tầm cay thái,1
bột gia vị cua xốt xo hồng kông,1
nuối iốt,1
bột gia vị sườn nướng bbq,1
chất nhũ hòa,1
muối ít chất ổn định,1
bột gia mực sốt cay,1
đường lá thơm khô,1
bột phô mai cheddar mature,1
có thể chứa cả từ sản phẩm khác sản xuất trên cùng dây chuyển,1
e1603,1
hương khỏi tổng hợp,1
steviol glycosid,1
hương bơ nhân tạo,1
bột gia vị bơ tỏi,1
bột chiết xuất mạch nha,1
natri molydate,1
natri hydroxid,1
fructo oligosaccharide,1
chất xơ prebiotics,1
kali caseinate,1
galacto oligosaccharide,1
inosine 5 monophotphat,1
uridine,1
adenosine e5 monophotphat,1
cytidine,1
fucosyllactose,1
2',1
pyridoxin hydrochloride,1
magiê oxit,1
nước cốt chanh có chứa sữa,1
lggtm,1
sản phẩm có chứa thành phần là có hồi,1
màu carotenoid tự nhiên chiết xuất từ ớt paprika,1
gia vị chất điều vị,1
nguồn gốc nhật bản,1
có hồi trắng,1
lá rong biển,1
bột bí ngô,1
tào biển,1
khô gà,1
gôm xán than,1
natri erythorbat,1
citric axit,1
phosphoric axit,1
chất nhũ hóa lecithins đậu nành,1
kali ctrat,1
n5509,1
chối điều chỉnh độ acid,1
sáu tươi,1
quả sấu non,1
hỗn hợp toichen tự nhiên,1
adenosin smonophosphat,1
of matri uridin e5 monophosphat,1
b8 12 các vitamin,1
dha từ dầu tảo crypthecodinium ahni bidobacterium,1
cali sữa,1
nati selenit,1
minen sufat,1
dầu hướng dương giàu ded,1
lactobacillus parcasei,1
bột sữa sữa bột chất béo sữa,1
ascorbyl painita,1
cali d pantothenat,1
ppe,1
cholin dha ti dau tão crypthecodinium cohnii,1
cali carbonat,1
dinatinosin e5 monophosphat,1
tạo crypthecodinium cohni,1
từ dâu ca,1
atoza,1
sản phẩm không chứa lactose,1
sản phẩm có chứa thực phẩm gây dị ứng là sữa,1
sỉ rõ glucose,1
cây hướng dương,1
chất béo thực vật ăn được,1
si rô glu có,1
sản phẩm không chứa bất kỳ gelatin lớn hay các thành phần tử lợn,1
tảo biển spirulina,1
lý chua đen blackcurrant,1
gelatine halal,1
sáp cọ,1
việt quát,1
chanh aronia,1
quả nghiên có đặc,1
chất điều chỉnh độ åcid,1
trứng đậu phộng,1
hương nhỏ tổng hợp,1
uns,1
nhẫn tạo,1
hương cola tổng hợp,1
gelatin chất điều chỉnh độ acid,1
chất chống oxi hóa acid ascorbic,1
e180a_i,1
hỗn hợp các loại thảo mộc ricole hương liệu chương dầu chanh,1
bạc hà chanh,1
beta caroten',1
hương cam nhân tạo phẩm màu tự nhiên,1
bột hương cooling giống tự nhiên,1
dịch chiết quả ớt,1
tinh dầu khuynh diệp,1
hương cam chạnh tự nhiên,1
màu thực phẩm tổng hợp từ khoai lang tím,1
chiết xuất từ hồng hoa,1
si rô đường caramel hóa,1
clain,1
ng hoa rum,1
nước ép nho có đặc,1
màu xanh của lá gardenia,1
củ cải đỏ,1
flavonoid,1
màu thực phẩm nhân tạo caramel amoni,1
hương vị cola tự nhiên,1
dâm bụt lý chưa đen,1
hương nhân tạo vải nhân tạo,1
hương sữa chua nhân tạo,1
sunset yellow ecf,1
mel meic,1
ea20,1
10 cfu,1
10 10cfu,1
hương thực phẩm nhân tạo bao gồm,1
phẩm màu nhân tạo bao góm,1
sản phẩm này không chứa bất kỳ gelatin lớn hay các thành phần từ lợn,1
táo chanh,1
chất điều chỉnh độ acid e1330,1
siro đường nghịch đảo,1
si rô giu cô,1
gelatin thịt lợn,1
nhỏ đồ,1
quả aronia,1
quả cơm cháy,1
nước ép đào có đặc,1
gelatin bò halal,1
cáo,1
buty hydroxy toluene phenylketonurics có chứa phenylalanine,1
eins,1
tảo spirulina,1
chanh vỏ,1
hương liêu giống tự nhiên,1
sữa bột cầy,1
óc chó nguyên vỏ úc,1
hạt óc chó nguyên vỏ,1
nhân hạt óc chó,1
hạt óc chó nhập khẩu từ mỹ,1
hạt mắc ca tách vỏ,1
hạt macadamia rang tách nứt,1
hạt mắc ca đã rang nứt vỏ nhập khẩu australia,1
hạt mắc ca nguyên vỏ,1
hạt mắc ca úc,1
hương quả óc chó tổng hợp,1
hương ngũ vị hương tổng hợp,1
dầu rum,1
hạt hạnh nhân nhập khẩu từ mỹ,1
nhân mắc ca,1
nhân hạnh nhân,1
không vỏ lụa,1
nhân hạt điều,1
nhân hạt dẻ cười khô,1
hương cappuccino tổng hợp,1
cà phê bột,1
tartra zine,1
acid malic ins,1
bovine gelatine,1
có thế chứa đậu phộng,1
_i chiết xuất từ đậu nành,1
hồng sấy dẻo,1
lớp phủ màu trắng,1
chất béo thực vật không hy đrô hóa,1
glycerib e422,1
dâu đen,1
axid lactic,1
chất béo thực vật với chiết xuất trà xanh,1
bột sữa bò,1
tartrazine ci e19140,1
tinh chất táo cô đặc,1
tinh chất đào cô đặc,1
chất ổn định acid,1
hoa cơm cháy,1
lá xô thơm,1
cỏ xạ hương,1
chất làm mát,1
glycerib,1
dầu hướng dương không hy đrô hóa,1
số cô là caramen nhóm i,1
chất nh thosphat,1
natri hydrocarbonat lis arbonat,1
dầu hạt cải hydro hóa toàn phần rất sữa bột tách kem,1
isomalto oligo sirup,1
maltose sirup,1
oleic,1
hương sữa nhân tạo,1
chất dinh dưỡng bổ sung canxi carbonat,1
stearin từ cọ tinh chế,1
dầu cọ tinh thể,1
đậu ph ộng,1
tảo xoắn xanh,1
thành phần có chứa thành phần lúa mì,1
chất ổn định e1700,1
bạc hà coding,1
chất điều chỉnh độ axit acid lactic ms79,1
e1867,1
e1865,1
calc lactat,1
chất chống dông vốn,1
hương cam bạc hà giống tự nhiên,1
màu thực phẩm tổng hợp e,1
sucraloseins,1
hương cây hồi tự nhiên,1
sản phim từ đầu nành,1
sản phẩm chứa đậu nành,1
bột hồng trà hòa tan,1
trà sữa,1
chất nhũ hóa latin,1
siro glucono,1
nước ép dứa cổ đặc,1
cam tổng hợp,1
chất tạo hương xoài,1
dầu cọ hydrogen hóa,1
este của sucrose với các acid beo,1
chiết xuất me,1
hương me nhân tạo,1
chất nhũ hóa e2,1
huong vani tổng hợp,1
caramel amoni,1
chiết xuất cam,1
chiết xuất mận,1
bluemaine,1
đại hồi khuynh diệp có xạ hương lá xô thơm,1
sản phẩm này sử dụng thiết bị sản xuất chung với sản phẩm có chứa trứng,1
cam thảo hoa cơm cháy chất nhũ hóa,1
trái cây nhão,1
hương ải nhân tạo,1
chất điều chỉnh độ chuaacid,1
sáp ông,1
sản phẩm không dành cho người dị ứng với đậu nành,1
dầu dừa hidro hóa,1
các hương liệu,1
các hương liệu tự nhiên,1
nước coca cola e248,1
đường đetrose tinh bột gạo,1
carlosin,1
bột nước chanh,1
giống tự nhiên chất giống động vón,1
tinh bột cao,1
cơm arabic,1
acid malic acid tartric,1
sản phẩm có thể chứa sửa,1
stearate,1
magnesium,1
giàu tổng hop,1
chat chong dong von,1
e165a,1
màu tự nhiên beta carotene,1
clooling,1
acidulant,1
màu xanh tự nhiên ms165,1
e1547,1
chiết xuất nho,1
retinyl palmitate,1
bột cơm cháy,1
chất nhũ hóa e1,1
e160al,1
este của i sucrose với các axít béo,1
hương bạc hà tông hợp,1
gốm,1
cốt gum,1
hương trái cây nhiệt dới,1
hương dưa hấu tự nhiên,1
hướng dâu giống tự nhiên,1
hương dựa hấu bạc hà,1
chất làm ám,1
hương dưa hấu,1
nhân tạo chất làm âm,1
acid treated starch,1
bot gao nép,1
chat lam bóng,1
malic,1
axit dl,1
nước ép xoài,1
brilliant blue ci,1
màu thuc pham,1
màu tổng hợp xanh brilliant,1
chất điều chỉnh độ chua acid lactic,1
phẩm màu e114,1
mach nha,1
chất màu tổng hợp,1
e322_i,1
starch ace tate,1
hương mật ong giống tự nhiên,1
chanh cô đặc,1
gelatin từ bò halal,1
chất làm dày e414,1
soda,1
si rô ngô,1
red no e40,1
glycerin ester của axit béo,1
màu tự nhiên từ chiết xuất paprika,1
este glycerin của axit béo,1
hỗn hợp màu tự nhiên,1
màu tự nhiên từ khoai lang tím,1
cooling,1
hương thơm mát,1
hỗn hợp chất điều chỉnh độ axit,1
tổng hợp từ vỏ nho,1
topping,1
rau củ cô đặc,1
hương ca cao nhân tạo,1
kem sô cô la đường,1
chất làm dày e1204,1
hương chuối nhân tạo,1
chất tạo ngọt tổng hợp e420_i,1
kẹo chuối,1
chat tao mau beta caroten tổng hợp,1
c hất tạo ngọt tổng hợp sucralose,1
sử dụng lượng dư  có thể gây tiêu chảy,1
sản phẩm này không chứa gelatin làm từ lợn hoặc bất kỳ thành phần nào từ lợn,1
spirulina platensis,1
củ cải paprika,1
màu tự nhiên e16oc,1
bột tạo xốp,1
c blue,1
lợi khuẩn lactobacillus men kết tinh,1
hương đậu xanh tổng hợp,1
creamer đặc có đường,1
xirô fructoza glucoza,1
dịch đậu xanh tươi,1
lemon,1
rum,1
e431298ar,1
e8492042,1
màu thực phẩm caramel iv,1
chất tạo ngọt acesulfame k,1
chất tạo ngọt isomalt,1
fucoidan,1
grape,1
hương vị cà phê ủ lạnh nhân tạo,1
tamin c,1
cỏ ngọt stevia,1
chết tạo ngọt,1
ester của sucrose với các axit béo,1
caramel e1508,1
beta caroten e160s,1
phẩm màu dùng trong thực phẩm,1
chức acid,1
hương dựa tổng hợp dùng cho thực phẩm,1
nước ép dưa,1
hương gạo,1
matl đại mạch,1
siro dâu,1
hỗn hợp khoáng chất,1
8m,1
đậu nành lúa mì,1
bột ngũ cốc tổng hợp,1
lúa mạch choco crunch,1
đường xirô glucoza,1
hương đậu đó tổng hợp,1
nước cốt đạo,1
thạch trân châu,1
xốt berries,1
xốt nho đen,1
cơm dừa xay nhuyễn,1
sầu riêng musang king,1
beef flavour e770036,1
taroma smoke v,1
optifresh,1
tari p27,1
hương chanh giống tự nhiên dùng trong thực phẩm,1
urinatri citrate,1
50d,1
hương đường đen tổng hợp,1
đậu nành gói trân châu,1
trả,1
chiết xuất trà xanh tự nhiên,1
chiết xuất trà đen tự nhiên,1
màu beta caroten tổng hợp dùng cho thực phẩm,1
ll,1
bột sữa béo thực vật,1
trà ô long chọn lọc,1
chè đen,1
yến mạch nguyên cảm,1
cả từ bột gia vị,1
bởi gia vị kim chỉ,1
sản phẩm có chứa nguyên liệu từ tôm,1
hương nướng,1
nhân sữa chua,1
bột chế biến từ sữa,1
men tươi cacao mass,1
tinh xuyên tiêu,1
bột mùi thịt tổng hợp,1
dha có nguồn gốc dầu cá,1
axit folic vitamin pp,1
sát sulphat,1
sirô mặt báp,1
hạt dẻ khô,1
sản phẩm có chứa thành phần bột mista,1
lót,1
vỏ bưởi,1
dầu cọ fully hydrogenated,1
dầu hạt cọ fully hydrogenated,1
sunsetvellow fcf,1
é951,1
chất tạo ngọt tổng hợp aspartame,1
môn vải,1
phụ gia khác không sử dụng,1
thànhphần,1
ea75,1
hương dưa lưới tổng hợp,1
có chứa thành phần từ sữa,1
hokkaido,1
dưa lưới xay nhuyễn,1
huong,1
gia vị tảo biển nori,1
e960a,1
este của pholyglycerol với axit béo,1
hương liệu rau củ,1
indigoo carmine,1
quýt,1
sản phẩm có chứa lactose,1
không sử dụng khi sản phẩm hết hạn sử dụng,1
xi rô mạch nha,1
hương rau xanh,1
bột rau xanh,1
hương nhân tạo chương sữa,1
men tự nhiên sourdough starter,1
hạt mê,1
sản phẩm có thể chứa các sản phẩm từ đậu nành,1
không dùng cho người bị dị ứng với trứng,1
dầu hướng dương tinh chế khử mùi,1
tinh chế khử mùi,1
dầu hướng dương hydro hóa một phần,1
hương bơ lồng hợp,1
các phần phân đoạn của chúng,1
hương cherry,1
nhân trái cây,1
hưởng caramen tổng hợp,1
e422 e420_ii,1
chất chống oxy hóa phụ gia thực phẩm tbho liquid e20a,1
được sản xuất trên dây chuyển sản xuất các loại bánh nguyên liệu có chứa,1
chà bông heo,1
mạch nha isomalto,1
hỗn hợp socola trắng,1
33,1
hương chanh dây tổng hợp dùng cho thực phẩm,1
nước geam dừa,1
đầu xanh,1
từ nước ép nho trắng cô đặc,1
nước dâu hoàn nguyên từ nước dâu cô đặc,1
zinc gluconcte,1
hôn hợp premix,1
hỗn hợp hương dâu giống tự nhiên,1
nuoc,1
hương mocha tổng hợp dùng trong thực phẩm,1
hương trái cây hỗn hợp tổng hợp,1
màu diệp lục,1
giống tự nhiên hương matcha,1
it,1
lá trà tươi,1
nước tình khiết,1
màu carmin,1
texim bev,1
aceculfam kall,1
natri benzoate,1
non dairy,1
màu xanh v302,1
green fea flavor,1
e445_ii,1
nad,1
chất điện giải,1
hương bí đạo,1
có chứa lúa mì contain ổn định,1
nước cốt tạo chất glucose,1
sirô wheat,1
hương citrus tự nhiên,1
nước nho trắng,1
từ nước ép chanh cô đặc,1
chiết xuất cà rốt tím có đặc có chứa dừa sữa,1
hương sen,1
polysacchre đậu nành,1
calci lactate,1
chất như hoa,1
hương sửa tự nhiên,1
hoa lài,1
hương ba,1
e445_i,1
trà lá lên men,1
bột chiết xuất quả vải,1
bột chiết xuất chè đen,1
bột cốt chanh tươi,1
ė500ii,1
vitamin d3 sản phẩm có chứa đậu nành,1
hướng táo tư nhiên,1
diglycerid của các acid beo,1
hương sữa tổng hợp chất nhũ hóa,1
polysaccharide dau mành,1
caloi lactat,1
chuối cô đặc,1
nước dừa nguyên chất,1
bột chiết xuất quả đào,1
rệ,1
hoa hibiscus,1
quả việt quất,1
hưởng trà xanh,1
nước dầu ép từ nước dâu cô đặc,1
hương pandan tổng hợp,1
steviol glycosides tu stevia,1
cỏ ngọt steviol glycosides tù stevia rebaudiana bertoni,1
sản phẩm từ bột mì,1
sản phẩm có chứa thành phần tạo ngọt,1
fructo oliogsaccharides,1
dầu cá tinh chế,1
pyridoxin hydrociorid,1
iricanxi phosphat,1
gaba,1
enzyme lactase,1
beta glucan từ nấm men,1
collagen thủy phân,1
huong vani tong hop,1
xuất xứ eu,1
sữa bột gầy chất nhũ hóa,1
thit gỡ,1
hương lòng đỏ trứng muối,1
có surimi,1
vỏ viên,1
hương trứng muối tổng hợp,1
răng mực,1
hương đậu hũ tổng hợp,1
thịt cá biển,1
cá viên lốc xoáy,1
hỗn hợp đạm đậu nành,1
phô mai wasabi,1
e386,1
e202,1
e260,1
cá viên lốc xoáy phô mai wasabi,1
chả cá viên rau củ,1
hương dấu,1
chất tạo ngọt tự nhiên stevial glycosid từ stevia,1
chất tạo màu tự nhiên carmin,1
nước cốt dâu e11 bx,1
sốt siêu cay,1
hương dâu kem tổng hợp,1
chat tao ngot tong hop,1
chiết xuất từ vo nho,1
chất điều chinh do acid,1
l carnitihe l tarrate,1
dường như,1
sản phẩm có chứa hạt óc chó,1
có chúa sữa,1
hương sô cô la tổng hợp dùng cho thực phẩm,1
hương vani tổng hợp dùng trong thực phẩm,1
màu tổng hợp ponceau e4r,1
c160b,1
chất ổn đinh,1
c a,1
e1466,1
bot sữa,1
chất tạo hương dâu tự nhiên,1
dịch hạt hạnh nhân,1
sữa non,1
hương tự nhiên từ stevia,1
hương sô cô la giống tự nhiên,1
hương liệu tổng hợp dùng cho thực phâm,1
prebiotic,1
beta caroten chiết xuất từ thực vật,1
chiết xuất từ đầu nành,1
bìn e81,1
kem sulfate,1
magie clorid sát sulfate,1
bờ cacao,1
có chứa chất béo thực vật ngoài bơ ca cao,1
hương liệu bơ tự nhiên,1
sản phẩm chứa sôi côla sữa,1
hạt cây họ đậu khác,1
13,1
từ nguồn có chứa lúa mỹ,1
bông gạo,1
mâm minis,1
có thể chứa một lượng rất ít hạnh nhân,1
đường bơ cacao,1
bột cacao kiềm tru hóa,1
bơ hys cacao,1
sữa béo khán,1
sản phẩm làm từ sữa khác,1
sản phẩm có thể chứa vết đậu phộng các loại hạt khác,1
bơ từ bơ,1
thành phần đường,1
sô cô la đen cacao đặc tối thiểu,1
sô cô la đen nhân hạt để nguyên hạt,1
phẩm có chứa đậu nành,1
chất àm bóng,1
bơ ca cao1,1
các sản phẩm từ sữa khác,1
nhất nhũ hóa,1
có thể chứa đ ậu phộng,1
aluten,1
sửa bở,1
có thể chứa các hạt cây,1
sốt hạt dẻ,1
đường fos,1
chất béo từ bỏ,1
hỗn hợp các loại dầu thực vật,1
nudeotide,1
85,1
l arginine,1
sát sulfate,1
dáu nám giàu ara,1
dầu cả giàu dha,1
dầu hướng dương giàu diếc,1
đam whey whey protein,1
lactis hn019,1
dâu sấy dẻo,1
béo thực vật,1
một số hạt có dầu,1
sản phẩm có lượng rất ít lạc,1
bơ béo,1
sữa giảm béo,1
lòng trắng tổng hợp,1
yến mạch trứng,1
có chứa rượu,1
các loại hạt khô gluten,1
sản phẩm này có thể chứa đậu phộng,1
hương vani từ bourbon,1
sản phẩm có thể chứa vết đậu phộng,1
được làm từ hạt ca cao từ vùng ghana,1
ngũ cốc có chữa fluten,1
bg ca cao,1
siro đường nghịch chuyển,1
cây hạt mới,1
lite,1
hương liệu vani nhân tạo,1
hương liệu nhân tạo tự nhiên,1
bột xoài,1
sũa,1
sunset yellow fch,1
màu tổng hợp caramen nhóm iv,1
sila,1
muối lốt hương tổng hợp,1
hỗn hợp gia vị dạng siro sôcôla,1
bột gia vị cua,1
mề,1
đưởng tinh luyện,1
có thể chúa súa,1
có chứa chất tạo màu tự nhiên,1
các sản phẩm từ đậu nành,1
hương rong biển tự nhiên,1
inss00ii,1
protein đậu nành thuỷ phân,1
nấm đông cổ,1
protein cây thủy phân,1
thành phần sản phẩm có chứa gluten,1
dinatri e5_inosinat,1
ethyl maltoll,1
